[华语私人订制] 最懂你的华语推荐 每日更新35首,华语,介绍：全都是耐听的华语好歌这里是你的专属华语日推收藏订阅，歌荒，不存在的事,390万,525670560,35,44698
“爱意东升西落”,华语-流行-伤感,介绍：从你以后，再无心动,13902,998611,108,51
网络热播的那些神仙声音（持续更新）,华语-流行-民谣,介绍：你信不信一定会有一个人离开会让你很多年都不碰感情也不变渣两袖清风希望你听不懂也不会经历.,49万,47923624,63,726
心累了，偷偷丧一会吧,华语-流行-伤感,介绍：你丧，我丧，大家丧。全世界就像约好了一样一起抑郁了，所以你看，大家的烦恼一样多，还是别瞎折腾自己了。,3803,260268,118,79
在最好的年纪，为最纯的梦想，尽最大的努力,华语-流行-学习,介绍：今年因为疫情，应届生们好像都有些踌躇。中考，高考在即，这期间，你是虚度了光阴还是拼尽了全力？要活成两种样子，发光和不发光，不发光的时候，都是在为发光做准备。所有的一切都是为了那张令人艳羡的通知书。加油，祝万事胜意。再祝，毕业快乐。封面：寂地,17350,2165967,62,291
“最怕温柔与爱抵不过新鲜感”,华语-翻唱-伤感,介绍：“花枯了，你在浇水也是多余”,9247,817810,69,108
甜甜恋爱|你是我听的见的心动,华语-快乐-清新,介绍：嘿呀~小可爱，你怎么来啦？今天你是不是偷偷喝了碳酸饮料吧，不然怎么你一来我就开心的冒泡泡了呢 。。ฅฅ,2450,339556,25,38
走心华语 | 你没走，在我脑海里徘徊。,华语-流行-伤感,介绍：我在想，能用什么方法把你留住。后来发现，除了把我自己锁在回忆里去，没有别的办法。封面: @舒岛～@Joe肥 超甜的一对情侣,15636,3190388,111,115
未来可期 | 生活百般滋味，你要微笑面对,华语-流行,介绍：我们要不停地奔赴，寻找最初的梦想，理清层层苦忧，锁定展望方向，才能解开迷团浇开迷雾，终有一个满意的归宿。流水千觞，光阴有限，趁着阳光初早，明媚如鲜，我们还处于人生的最好时期，真情面对各自的美好前程，未来可期，踏实履行坚定的脚印，才会不枉此生，绽放璀璨的光辉。,21520,3363911,54,234
好听的中文歌｜需要音乐拯救整日的疲惫,华语-流行-放松,介绍：日落西山 晚霞沉沉正是归家时刻独自穿梭在嘈杂喧嚣的街道温柔昏暗的路灯映着凉爽的晚风眼前是来来往往的人群耳机里播放的是轻快的音乐路边还有叫卖的小贩忽然就会觉得这样车水马龙的人间是值得活的[我在更新！]收录类型：热门歌曲 偶尔夹带一些偏流行的独立音乐－—－—－—－—－—－—－—－—－封面来自插画师：夏五sunny,4460,700000,151,10
青春故事丨你的回忆曾有谁的身影,华语-流行-民谣,介绍：某时某刻某个相同的场景是否让你想起了某个熟悉的身影ta曾代表了你整个的青春即使物是人非 也依然长久存留于脑海封面来自网络,15038,1613952,33,92
「CN R&B Chill」烟雾弥漫，透着漂亮的光,华语-流行-浪漫,介绍：**看我们一层一层一层拨开两颗心，陪伴着一步一步一步走完了生命，将人生一句一句一句唱成了歌曲，一声一声念我姓名，当时光一点一滴凝聚成雨水落地，在剧情一呼一吸间悄悄留下痕迹，也许是一生一世都填不满这记忆，一朝一夕都是你。**,10577,920991,84,42
陷落美好，满溢温柔,华语-流行-感动,介绍：若美好迟迟未发生也不要着急，最好的总会在不经意间出现，你的幸福只是姗姗来迟。而你只需努力，剩下的交给时光。,20653,2281061,41,221
生活只是个提问者，你自己才是答案,华语-流行-感动,介绍：生活是一壶琐碎，盛进欢喜，倒出忧伤。生而为人，哪能事事如意，样样顺心？做事，哪能件件圆满，样样无憾？就算孤独，你也别哭泣，无论走到哪里，都要高傲地挺立，就算高压，你也错了情愿趴下，只有仰视生活，膝盖才不至于卑微，就算挫败，你也错了窝囊地依靠，无论在何时，都要倔强地站起。一个人的成熟，并不表现在获得了多少成就上，而是面对那些万恶的人和事，不迎合也不抵触，只淡然一笑对之。你所有的顺风与逆流，方寸之间全在于你的掌控，心态是你生活如意与否的钥匙。封面／王源,10192,1957883,41,112
一首一个爱而不得的故事,华语-流行-伤感,介绍：你有一直没敢对那个人说的话吗，抑或是一直没敢说出口的？都为你整理在这份精心挑选的歌单里了。来评论区分享你的故事吧,4618,198977,32,7
时光信笺：追寻年少最美的初衷,华语-流行-感动,介绍：我曾经想过，想要让时光倒流，也是可以弥补一些遗憾，比如说对家人的陪伴，错过的朋友，或者在某一个节点做的不是特别完美的决定，但是我现在冷静的想想，好像你哪怕回去，你再来一次，你可能还是会无法避免其他遗憾的再次发生。大人也只是个长大的孩子，想要棉花糖的亲吻，值得云朵般的温柔，不用奔赴大海，依旧春暖花开。希望在纷扰的世界里，能给自己心里的那丝宁静，找到一份慰藉。,14148,1863218,45,131
我听过很多翻唱，却忘不了原本的声音,华语-流行-治愈,介绍：有些歌曲，总是会在音乐节目中被频繁翻唱，情感愈发浓烈，声音便更激昂，搭配不同的舞台效果，歌手与作品相互成就。而当新鲜的诠释过后，在心底重新响起歌曲原本的声音，那便是好作品的证明。,812,142168,26,14
一切深情都是铺垫以后的悲情,华语-榜单-翻唱,介绍：智者不入爱河，遇你难做智者（适合夜晚一个人偷偷听）,19万,17078156,188,1092
精选｜超好听的翻唱【Cover】集 偶有原创哦,华语-流行-翻唱,介绍：永远年轻 永远热泪盈眶,10822,718295,154,93
冬日光临，才发觉又想了你一个秋季,华语-流行-思念,介绍：好快啊，冬天就这么悄无声息地来到了你我身边。你听，想你的时候，歌也变得温柔了起来。如果思念有声音，那一定就是我想见你。,12581,2679767,40,133
「精选」女声翻唱,华语-网络歌曲-翻唱,介绍：尊重翻唱每个人都是歌手禁止对音乐人进行道德绑架翻唱不仅仅是一首歌，是另一个故事的开始歌单创建于：2019.6.25歌单更新于：2020.3.31封面：姜泰莉,23555,1921533,186,59
熬过所有的苦，就会遇见所有的好,华语-流行-治愈,介绍：余生很贵，努力活成自己想要的样子，熬过所有艰难的日子，就会迎来阳光明媚的未来，如果生活一定要取悦一个人，我们最应该取悦的是自己，随着心的方向走，看到自己的光芒，也知道自己的耀眼，不负青春，不负自己。,11286,2260981,50,135
【失恋·翻唱】前任就像已读的消息 阅后即焚,华语-流行,介绍：一个人的世界总需要另一个人做陪衬，他离开了，那是他衬不起你，相信自己会有更好的明天。花儿谢了明天还是一样的开。,40827,8571375,22,20
听到你的晚安后 我再也没有失眠了,华语-流行-夜晚,介绍：我很想很想和你在一起知不知道我真的很喜欢很喜欢你很依赖你很想和你有很长很长的未来很想把所有好东西都给你很想肆无忌惮的爱你很想每天跟你在一起很想生病的时候你都在我身边很想每天都有你大大的拥抱很想我不开心的时候你都可以哄我很想你也同样依赖我很想每天可以听到你的晚安很想你永远不会丢下我一个人很想你一直在身边的温暖很想你记得你的每一句承诺很想你可以一直有开心时的样子很想你可以像我信任你一样信任我很想和你看感人的电影很想和你一起分享美味很想打开手机就看到你的短信很想和你一起赖床很想和你喝酒喝到嗨很想在寒冷的冬日里回头就能找到你的怀抱很想和你手牵手散步很想抱着你痛痛快快哭一场很想得到所有人的祝福很想跟你逛街给你买衣服很想每天陪你去散步很想陪你走完你的一生很想一直一直不分开很想你可以一直只爱我很想很想我们可以一辈子在一起很想…,54682,4345243,30,402
来日方长 你我都要奔赴更好的远方,华语-伤感-流行,介绍：“  每天晚上想睡觉的时候  总是不由自主的想硬撑着不睡  没有在等什么 也不知道自己在熬什么                                                                    ”,37999,4543379,35,201
关于我们 皆是遗憾,华语-流行-翻唱,介绍：建议随机播放置顶第一首歌评论区留句子如果你以后不打算嫁给我 请早点告诉我 我没空陪你长大我很现实我不想谈没有结果的恋爱.,13万,10316650,252,1061
每一首歌都值得单曲循环,华语-流行-伤感,介绍：人有悲欢离合，月有阴晴圆缺与其默默舔舐伤口，不如一次哭个痛快哭过之后，准备迎接满心满眼都是你的他——,21814,2313401,166,18
温柔男声 治愈你的满是伤疤,华语-治愈,介绍：音乐是伟大的治愈师再多的伤口都会消失在皮肤上溶解进心脏里成为心室壁上最美好的花纹戴上耳机静静聆听抚平你道道伤痕的温柔男声封：许光汉时：2020-1-20,35992,3683383,99,418
枕头藏着发霉的梦，梦里住着意难平的人,华语-伤感-夜晚,介绍：“好多年了你一直在我的伤口中幽居我放下过天地却从未放下过你我生命中的千山万水任你一一告别”――仓央嘉措《地空》《失恋三十三天》里告诉我们:放下一个人，重新开始，需要33天但那只是电影，有爱情但不真实有些感情即使已经过了33天，1年，2年或是更久还是不会有开始下一段感情的念头白天可以用阳光和忙碌暂时治愈痛苦晚上也可以用交际和酒精来麻痹自己可是到了深夜，那个人出现在你梦中醒来的落空依旧提醒着你在念念不忘时间就这么嘀嗒着走了很远…恍惚间觉得自己好像快要放下了可是突然有人提起或是听说对方的消息心里还是忍不住的有情绪波动感到难过其实关于爱你从未放弃，只是从浓烈到悄无声息――你还记得那个人吗？――早忘了――我还没有说是谁真正爱过的人在失去的时候真的觉得自己的心像被掏空了一样痛觉得自己这辈子再也不会遇见爱情再也不会遇见可以这么喜欢的人了放下一个自己很爱很爱的人哪需要33天那么久，可能一辈子就够了封面：插画师DDDing,4439,584668,68,41
因为有明天我们才能熬过长夜,流行-华语-伤感,介绍：所有不经意挂在嘴角的闲言闲语杀伤力都极之强大，但只要你不去理会他们说些什么他们便不能伤害你。 ​​​,1361,158397,240,20
我的爱意和冬日的初雪，一起如约而至,华语-流行-浪漫,介绍：遇见你之前世界很大，未来很远，想追寻的远方不知终点，遇见你之后世界依旧很大，只是不再向往远方，有你在身边成了最大的奢望。遇见你爱意汹涌，看世间万物都浪漫心动，整个九月的温柔也抵不过你眼底的宠溺，在这人行匆匆的人间，我爱你何止三五年。我喜欢安于现状 也喜欢来日可期有你的时候 安于现状没你的时候 来日可期【封面 | 摄影@童心李CuZnLi】,26223,4485988,34,358
闲暇时光|音乐是送给自己最好的礼物,华语-放松-午休,介绍：告别了中秋·国庆双节假期后，也惭惭迎来了凉风萧瑟的秋天，天气在不断转凉着，而你有收到过一杯热乎乎的奶茶吗？即便一个人在家时也能找到属于自己的快乐倒一杯牛奶，靠在沙发上打开手机后，点开网易云佩戴好耳机，继续收听喜爱的歌凉意会散去，心灵会被温暖填满继续让音乐缓缓流进你的耳朵里，再去安静地睡个香甜觉吧～“也许我们始终都只是一个小人物，但这并不妨碍我们选择什么样的方式活下去，这个世界远比你想的要更精彩，不要败给生活。”不管你被贴上什么标签只有你才能定义自己封面出自网络,13229,1350133,33,60
中国好声音2020,影视原声-华语-流行,无,18603,2392675,107,58
秋天来了，要一起踩枫叶吗？,华语-流行-散步,介绍：秋天真的超棒吃着糖炒栗子和烤红薯捧着热乎乎的奶茶带着刚出炉的蛋挞跑向喜欢的人那可真是太甜了一起谈个恋爱好吗？,27359,5210160,52,211
“这次车窗起雾 不知道该写谁的名字”,清新-华语-流行,介绍：“他可能是真的喜欢你 但这一点也不妨碍他喜欢别人 其实最遗憾的是从来都没有感受过那种被人坚定选择的感觉 就像是他只是刚好需要 你只是刚好在。”“这次车窗起雾 不知道该写谁的名字”,8541,691818,188,75
你有多久没有对一个人心动过了,华语-流行-伤感,介绍：还记得你上一次谈恋爱是在什么时候吗？你有多久没有对一个人心动过了？单身久了会慢慢习惯一个人时间的浪潮或许会涌来多少合适人选鲜有人再能激起你心动的涟漪宇宙山河浪漫 生活点滴温暖耳机里还有好听的歌 都值得我们前进​​​愿你我 依然相信爱 爱值得的人不再被辜负 始终能善待,54642,6490116,40,1189
浩瀚星空 | 银河系观光指南,治愈-华语-流行,介绍：《银河系漫游指南》里说宇宙的终极答案是42我一直不明白这是什么意思直到有人告诉我灵魂的重量是21g我才知道原来宇宙的终极答案就是——我遇见你……进来了就在评论区分享一句关于银河宇宙的句子吧此歌单收集关于银河宇宙的歌曲封面来自@lkoko/鹿柯珂-,12万,3994148,106,1804
你是我这一辈子，都不想失联的爱,华语-流行-思念,介绍：嘿，那个谁：晚上要盖好被子，早晨醒来不要猛的坐起来，会头疼；过马路的时候左右看，好好吃饭；感冒了一定要吃药，不要熬太晚。脾气这玩意儿我控制不好，心没那么大面积，更照顾不了每个人的感受。可是对于你，我是用尽了所有温柔。希望你以后喜欢的人，不会让你哭，不会让你受委屈，不会不理你，更不会放弃你。最好一直陪着你，保护你，最重要的是无可救药的喜欢你。没错我是还喜欢你！如果可以，我希望我们两个不是破镜重圆，不是重蹈覆辙，而是隔了一段时间之后依然没有失去联系。你是我这一辈子，都不想失联的爱，这爱如此深沉，却给你自由！封面来自摄影师 萌又三岁 感谢授权模特 徐十二不二,25835,3816823,53,83
这个夏天 要一起喝橘子味的汽水吗,华语-浪漫,介绍：汽水降低的温度 是夏日的奇遇 我想搭乘能靠近你心房的电梯 把时间再拨快一点享受那热意 别担心黑夜降临带走那些甜蜜,13万,15592474,64,509
想更好的生活，先让生活看到更好的你,华语-流行-治愈,介绍：生活不易，但是我们要学会管理好自己的情绪，不要再颓废和焦虑中消耗自己，学会把控情绪，不骄不躁，努力做一个情绪稳定的成年人。,22934,3248506,37,267
“半路下车的人很多，不必去挂念”,华语-翻唱-伤感,介绍：你坐过出租车吧你下车后司机是不是把空牌子立了起来你应该明白空出来的位置总有人坐评论区留自己喜欢的句子,1941,601988,138,18
网络流行热歌 持续更新,流行-华语,介绍：网络热歌分享，喜欢点个关注“确曾有心动，想来也不应该”,31403,2796696,69,120
天冷了，想和你一起靠近温暖的事情,华语-流行-感动,介绍：比起了解，我更喜欢理解这个词，它代表着我愿意尝试走进你的世界，接待你生活的不如意，看着你闪光的时刻，也不怕触及人性最深的暗角，同时去接纳你一整个完整体。,19554,3293237,37,93
有没有那么一首歌 刚好说中你的心事,华语-流行-思念,介绍：总有一个人原本只是生命的过客却成了记忆的常客总有一份情惊艳了你的时光却温柔不了你的岁月你是我患得患失的梦我是你可有可无的人毕竟这穿越山河的箭刺的都是用情至极的人,33467,4505855,38,365
眉眼温柔，日子自然也变得可爱,华语-流行-治愈,介绍：不要过度焦虑，过度焦虑只会分散你的能量，让你把很多重点放在没有意义的事情和情绪上，你会陷入无线纠结和死循环里你会有压力，但要合理的利用压力，去做对自己有帮助的事情放眼看更长的时间刻度里，很多事情没那么重要，也可以选择性忽略，这样你才能更集中精力朝着既定的目标奔跑 ​​​,413,178813,37,5
考研倒计时：你要悄悄拔尖，然后惊艳所有人,华语-流行-治愈,介绍：你背单词时 阿拉斯加的鳕鱼正跃出水面你算数学时 太平洋彼岸的海鸥振翅掠过城市上空你晚自习时 极图中的夜空散漫了五彩斑斓但是少年你别着急在你为自己未来踏踏实实地努力时那些你感觉从来不会看到的景色那些你觉得终身不会遇到的人正一步步向你走来距2021考研还剩不到一个月愿你悄悄拔尖 惊艳所有人愿爱你所爱 求你所求 得你所得愿不负光阴 不负自己 不负被爱,26491,1839699,30,726
致青春：每一首歌都是一个故事,华语-流行-感动,介绍：良辰美景奈何天为谁辛苦为谁甜这年华青涩逝去明白了时间记住曾经鲜艳的伤痕记住初吻那天的风筝记住如何深爱一个人记住无怨无悔的牺牲致我们终将逝去的青春,20274,3327970,61,94
故事的结尾，心上人都是远方人,华语-流行-伤感,介绍：有些人不能在一起，可他们的心在一起;有些人表面上在一起，心却无法在一起;有些人从没想过要在一起，却自然而然地在一起;有些人千辛万苦地终于在一起了，却发现他们并不适合在一起。最后我们没有在一起，你过得很好，我也是。,14880,2948079,56,156
网易云伤感音乐,流行-华语-翻唱,介绍：我们睡过同一张床喝过同一杯水牵过彼此的手也曾讨论过未来如果说遗憾那就是没能给彼此一个家.,10222,1687038,187,56
爱得太过卑微 不如知难而退,华语-流行-伤感,介绍：我听过一万首歌，看过一千部电影，读过一百本书，却从未俘获一个人的心。,16165,696333,169,34
你费尽心思错过我 是为了遇见谁,翻唱-夜晚-华语,介绍：建议随机播放我们走了很久什么时候才是个头晚安,9619,842161,112,84
「翻唱」好听的歌永远没有完整版。,流行-华语-民谣,介绍：希望各位能看完，哈哈（基本上歌单隔一天就会更新一次的，不要再提醒我说没更新了（¯﹃¯）口水）希望你们能在这里留下，属于你们的故事，也希望这里能成为大家能倾诉的地方，可以向着你想对心中的那个人说却又不敢说的遗憾，现在都是网络发达时代，（再加上靠大家的力量我的歌单也怎么火，是吧，哈哈），或许某一天你心中的那个人就看到了就恰好看见，说不定就能给你一个完整的答案呢，，，，就让我这里来当您传递的手，把你心里的话传递给他或者她吧。希望能有机会让我能以歌代酒来倾听您的故事...୧( ⁼̴̶̤̀ω⁼̴̶̤́ )૭更新放的新歌位置，一般我都会和差不多类型的放在一起，因为想给大家更好的听歌体验，所以可能也时候更新的歌不在前面，望理解 ，感谢(❁´ω`❁)ps： 更新的歌不一定在前面，完整版为后期歌手置换作品，有原唱是因为答应朋友帮忙放一下）最后最后...请那些抄袭的人自觉..,68万,54308596,363,2540
好听到单曲循环,华语-流行-说唱,介绍：封面小姐姐围脖： 蛇界猛女---------------------------------我寻找一生的春天 你一笑便是了,9000,750551,262,74
在等雪花，新年烟火，和最好的我们,华语-流行-治愈,介绍：已经迫不及待的迎接冬天了 穿上舒服柔软的毛衣和厚重的外套 戴上中意很久的帽子和围巾 走在咯吱咯吱的雪地里 吸着鼻子满心欢喜的去奶茶店见你,23325,2646991,48,364
「华语流行」那些念念不忘的，都成了风景,华语-流行,介绍：我还要一个人走很长很长的路，但我告诉自己，风，来自很远的地方，就算到不了终点，去一去也无妨。,2229,343012,30,评论
浮现出的旋律，难以忘记一见钟情的美好。,华语-流行-下午茶,介绍：这里面的每一首歌曲，都让我一见钟情，每当浮现出音乐的旋律，难以忘记一见钟情的美好，经过我的精挑细选，进一步选择了一见钟情的音乐，我想用这个歌单来记录让我感到美好的时刻。,60234,11476578,44,624
有人关心 才有资格下落不明,华语-翻唱-伤感,介绍：“我没有王小波的浪漫，也没有三毛的乐天，我只能在夜幕降临时，望着天花板，想着与你的九百九十九种可能，和一千种现实。”评论区留自己喜欢的句子,11271,555809,67,69
『精选』在你心里我也许 只是你欣赏的风景,华语-流行-经典,介绍：还有多少回忆 藏著多少秘密 在你心里我也许 只是你欣赏的一段风景,907,271012,115,3
期待与你一次不经意而美好的相遇,华语-流行-放松,介绍：不是因为世界上只有你我才会爱你的，而是因为爱你，世界上才只有你。,684,1072097,24,11
晚安，让所有坏心情在睡前都清零,华语-流行-安静,介绍：晚安！每个人都有很艰难的岁月。但是大多数时候，那些艰难的岁月最后会变成整个生命中最精彩的日子，如果你挺过来的话。,37648,4011111,50,241
私藏『治愈歌单』,流行-华语-经典,介绍：“我在人间售卖黄昏，只为收集温柔去见你。”,32851,2281642,213,76
谁的青春不曾迷茫 遇见你才是我最大的幸运,华语-流行-治愈,介绍：不如意的生活里遇见一个如意的你犹如两个半圆拼凑出了完全那些缺点变成可爱的笑那些优点变成发光的月即便过去都有不堪哪怕曾经都有受伤谁的青春不曾迷茫遇见你才是我最大的幸运愿江河万里不停息如你我之情永铭心封面来自：《以你的心诠释我的爱》,17722,3454308,40,220
唱一首秋天情歌，让夕阳把完美和遗憾封存,华语-流行-伤感,介绍：我们总是在感慨季节变换，四季又是一轮景色远去，新的爱与恨，懊与悔正在发生。夕阳却只有一瞬，它和秋天的颜色最像，但浓郁的忧愁即将被夜晚稀释，忧伤不能长久，封存遗憾和完美吧，在这个迷人的秋天。,21377,3944720,33,78
暖心华语|愿平淡的日子也泛着光,华语-治愈-感动,介绍：如果事与愿违，那一定另有安排，所有失去的 ，都会以另一种方式归来，好好生活，慢慢相遇。愿平淡的日子也泛着光，只要来日可期，今天就值得欣喜。,36311,5547143,56,111
五月天突然好想见到你 | 线上演唱会歌单,华语-流行-摇滚,介绍：谁说2020没有五月之约-2020.5.31 pm 8：00五月天 | 突然好想见到你Mayday live in the sky 线上演唱会-当我们唱起同一首歌你不再只是一个人五月天线上演唱会歌单：1. 一颗苹果2. 盛夏光年（电台见）3. 孙悟空4. 星空（电台见）Talking15. 我不愿让你一个人（电台见）6. 派对动物（电台见）7. 离开地球表面8. 突然好想你（电台见）Talking29. 爱情的模样Talking310. 恋爱ing11. 知足Talking412. 诺亚方舟（电台见）13. 倔强,4540,262246,26,47
放下一天的疲惫，做些自己喜欢的事吧,华语-治愈-感动,介绍：不要再轻易被别人影响情绪啦多关注天气和身体把自己裹在暖和的衣服里按照自己的节奏努力开心或者不开心时刻都请多爱自己,44962,5080592,41,366
「夏日入侵」摘一把野果看日落,华语-另类/独立-摇滚,介绍：歌单因为后续加句子不清楚违禁词介绍被吃掉了。今年的夏天也过去了，会回忆会想念会继续期待。明年夏天祝好运。封面来自微博@尼脑子瓦特啦,8763,805693,54,105
我对你何止是执迷不悟.,流行-华语-翻唱,介绍：建议随机播放有没有那么一首歌 你会假装听不见？可能我们之间本来就是错的 回头是错 向前是错 看开是错 努力纠正所有错 结果同样是错会不会 执迷不悟 说散就散 ​​​,9563,783563,122,91
"世間萬物皆苦",伤感-流行-华语,介绍：三首未知都是好听的 希望大家喜欢 谢谢支持不定期更新 大家可以投稿私信我就可以有喜欢歌单的帮忙收藏转发一下谢谢 评论区可以留言,2797,240255,427,61
| 开 口 沦 陷 | 神 仙 翻 唱,华语-流行-翻唱,介绍：感谢喜爱！欢迎投稿。,4259,386818,110,11
遗憾吗 错过了,伤感-华语-清晨,介绍：有些人不是删了 就可以放得下的,7016,505208,96,65
哭完了吗 挂了,华语-夜晚-伤感,介绍：出来看星星吗 不看星星出来也行,15万,10141459,157,1273
变得温柔一些，生活也会顺遂很多,华语-治愈-流行,介绍：现实浮躁，岁月聒噪。那些你听不进去的老话，总有一天会让你感慨万千。 ​ ​​​一直觉得应该是从喜欢里得到力量和快乐，而不是花光了力量和快乐去喜欢。因为，心里藏着疲惫和委屈，在尽力的讨好生活，真的太难了。你总要放弃一些什么，坚持一些什么，最后，才会跟你想要的相逢。遥想，我们彼此眼里有光，是一件多么美好的事。所以，坏脾气收起来，锋芒收起来，会发现你特别好，特别温柔，特别值得。 ​​​​推荐一些好听的歌，希望大家会喜欢！封面来自摄影师 @白鹤雙儿 已授权使用感谢美丽可爱无敌的模特 虞兮西,24594,4067372,53,125
“一个过客就要了我半条命.”,华语-夜晚-伤感,介绍：重来一次机会是选择继续爱他还是错过他,53304,3918136,113,511
总有人后来居上,翻唱-华语-伤感,介绍：你不停的翻找文案，只不过在找一个替你讲故事的人。来了，就分享一句文案再走吧。,64581,5047104,180,1117
适合睡觉｜遇见即是上上签,华语-流行-00后,介绍：你可以不开心 但不要气馁不要因为一点点小小的事情放弃所有快乐的理由每个人活着都要面对很多问题所以不重要 关关难过关关过你总能把这些熬过去的人还是要保持因生活细碎而满足的能力比如品尝久违的美食 重温熟悉的街角买到钟意的裙子感知温柔的刹那这些看似鸡零狗碎的生活碎片却是通向快乐星球的秘密通道无论多么不平凡的生命最终都要归于平淡的柴米油盐无论生命中有多少波澜壮阔我们最迷恋的始终还是包裹在烟火人世里平凡琐碎的温柔和感动文案来源于网络,7636,511079,95,43
没来得及说抱歉,华语-翻唱-治愈,介绍：爱可以遇见 但结局无法预见,4062,433375,112,27
你不如现实一点 先把书读好,翻唱-华语-伤感,介绍：如果爱得太累，及时道别并没有罪评论区留自己喜欢的文案,5847,890033,158,136
故人重逢像老歌重唱，歌词没变只是意味深长,华语-流行-怀旧,介绍：我总以为人生最美好的是相遇现在才知道其实最难的是重逢忽有故人相遇过回首山河也是秋往事难洗，何况是你乍见之欢，不如久处不厌一时热恋，不如旧爱不散故人重逢就像老歌重唱歌词没变只是意味深长,23055,3646521,30,73
不管人生多煎熬，眉眼都要带着笑,华语-流行-治愈,介绍：与其担心未来，不如现在好好努力。这条路上，只有奋斗才能给你安全感。不要轻易把梦想寄托在某个人身上，也不要太在乎身旁的耳语，因为未来是你自己的，只有你自己能给自己最大的安全感。别忘了答应自己要做的事，别忘记自己想去的地方，不管那有多难，有多远。,20800,3285293,60,140
寒来暑往秋收冬藏，希望我们越来越好,华语-流行-性感,介绍：生活总是要一个人走下去的。你才是自己的勇士，别期待着谁会是你永远的光。没有谁会自始至终地和你共舆而驰，同舟而济。只有明白了这点，你才会在暴风雨的打击前镇定自若。,619,205933,32,14
爱不是电影，却比电影更有戏剧性,华语-流行-思念,介绍：世界上一定有你的爱人，无论你此刻正被光芒环绕被掌声淹没，还是当时你正孤独地走在寒冷的街道上被大雨淋湿，无论是飘着小雪的清晨，还是被热浪炙热烤的黄昏，他一定会穿越这个世界上汹涌着的人群，他一定会走过他们，走向你。,1061,370048,30,13
独立乐队指南丨优秀且神秘的时代浪潮,华语-摇滚,介绍：Indie（独立）是一种态度，一种音乐人对于音乐创作的独立态度，推而广之，它同样也是听乐人对于音乐取舍的态度，我们听音乐或多或少都是在慢慢形成自己的音乐取向，形成一种不受外界干扰的独立态度，因此有必要时时Check Your Attitude，保持清醒头脑。国内有一批又一批的独立乐团，一波又一波的时代浪潮，他们优秀又鲜为人知，因此你不容错过。,3145,261763,100,33
把你的难过暂存这些歌里，只想你快乐,华语-流行-治愈,介绍：愿我们快乐无需假装梦想全力奔赴平静无需迎合孤独学会享受无需事事胜意但求无愧无心其实想要的简单无非喜乐平安无非充实健康跨越万水千山走过千回百转大事从容讲述小事淡然处之——履述先生,24293,3583660,74,300
她眼里温柔泛滥,华语-伤感-流行,介绍：那晚我想了很久，最终还是放过你了。,21508,1737597,198,111
「车载音乐」带着音乐一起去旅行,华语-旅行,介绍：重要的不是风景，而是脚下的路，是始终行走着的双脚让我成长，使我在青年时代就拥有直面整个世界的勇气。,5979,263943,32,33
【献给今晚的情书】相互取暖度过漫漫长夜,华语-流行-思念,介绍：有时候，我们明知道该失去的终将失去。只是有些夜晚，被基因里的那些无尽的脆弱、孤独击垮的孤独夜晚，我们只能投降，坦诚自己没那么坚强，坦诚自己需要来自别人的温暖来撑过黑夜。所以不如抱团，相互取暖，陪你度过漫漫长夜，漫天飞雪，漫长岁月。,9513,2045799,30,56
精选丨翻唱合集,翻唱-华语-治愈,介绍：生活明朗，万物可爱，人间值得，万物可爱。,21万,24688718,553,309
当努力成了人生常态，生活就充满希望,华语-流行-治愈,介绍：任何你的不足，在你成功的那刻，都会被人说为特色。所以，坚持做你自己，而不是在路上被别人修改的面目全非。为自己加油，万事尽头，终将美好，生活就该有所期待。,16167,2327888,53,130
失恋后才听懂这些歌,世界音乐-华语-流行,介绍：下辈子做你的心脏 我痛一下 你也得痛,62318,5930334,461,599
边 路 伤 感 歌 曲,孤独-伤感-华语,介绍：我喜欢你，我的意思是，只有我喜欢你。,8393,1622981,67,42
Emo Rap|丧到极致的中文说唱与君共勉,华语-伤感-说唱,介绍：你的双眸有遥远的冬雪，你的微笑有绚烂的夏阳，你一转身便有花开为你，你一低头便有星辰黯然，你在我心里，我便拥有全世界。,9819,6853250,102,454
这个冬天也要和喜欢的人一起过呀,华语-流行-浪漫,介绍：我想了很多在冬天和你相遇的话要做的事。比如一起去街角的小店买一袋烤红薯或炒板栗，在家煮一锅热乎的部队锅，两个人躺在沙发看电视剧时把手脚塞进对方的毛衣，还有一起听圣诞的喜悦音乐，看跨年夜的灿烂烟花，在一棵会落雪花的树下拥抱，在新年倒计时的最后一秒接吻。但想得越久，越觉得也不是非要在冬天，你在哪个季节出现我就在哪个季节高兴。只是碰巧冬天来了，我就想是不是可以用我稀奇古怪的冬日幻想打动你。要用什么在冬天和你相遇？我给你一个能放入两只手的口袋，一件能包裹两个人的大衣，一杯热的鲜芋牛奶。如果不够，我还给你温热的身体，结实的拥抱，用力的缠绵，升腾的雾气，朦胧的月亮。我给你的隆冬一个不可战胜的夏天。我会告诉你我在二十三岁前从未见过雪，但二十三岁时见到的初雪远不如你美丽。,20873,3397968,43,237
积极的心态像太阳，照到哪里哪里亮,华语-流行-治愈,介绍：上了生活的贼船，就要做个快乐的海盗，朝着太阳生长，做个温柔的人，不卑不亢，清澈善良，不求做到最好，但求做到更好，加油吧。,16993,3290494,41,74
